Type,R,G,B,Difference,Reference,Python,Rust
Family,170,187,204,YR→B,5.5B 7.4/2.2,3.0YR 5.6/13.6,5.5B 7.4/2.2
Family,170,238,119,RP→GY,8.3GY 8.7/10.2,1.2RP 5.0/20.6,8.3GY 8.7/10.3
Family,170,153,34,R→Y,8.4Y 6.2/8.4,1.2R 4.9/14.9,8.4Y 6.2/8.4
Family,170,187,221,YR→PB,2.8PB 7.5/3.9,2.7YR 5.6/13.3,2.8PB 7.5/3.9
Family,170,238,136,P→GY,8.9GY 8.8/9.2,9.9P 5.1/21.7,8.9GY 8.7/9.3
Family,170,153,51,RP→Y,8.3Y 6.2/7.6,8.7RP 5.0/15.2,8.3Y 6.2/7.6
Family,170,187,238,YR→PB,5.6PB 7.5/5.8,2.2YR 5.6/12.7,5.6PB 7.6/5.8
Family,170,238,153,P→GY,9.7GY 8.8/8.3,8.6P 5.1/22.9,9.7GY 8.8/8.3
Family,170,153,68,RP→Y,8.0Y 6.2/6.6,6.3RP 5.0/15.8,8.0Y 6.2/6.6
Family,170,187,255,YR→PB,6.6PB 7.6/7.5,1.3YR 5.6/11.9,6.7PB 7.6/7.5
Family,170,238,170,P→G,0.7G 8.8/7.2,7.4P 5.3/24.1,0.7G 8.8/7.3
Family,170,153,85,RP→Y,7.5Y 6.2/5.5,4.3RP 5.1/16.5,7.5Y 6.2/5.5
Family,170,204,0,R→GY,5.2GY 7.7/12.2,10.0R 5.6/11.2,5.2GY 7.6/12.2
Family,170,238,187,P→G,2.0G 8.8/6.2,6.4P 5.4/25.2,2.0G 8.8/6.3
Family,170,153,102,RP→Y,6.8Y 6.3/4.4,2.8RP 5.2/17.4,6.8Y 6.3/4.4
Family,170,204,17,R→GY,5.3GY 7.7/11.9,8.3R 5.7/10.7,5.3GY 7.6/12.0
Family,170,238,204,R→G,4.2G 8.9/5.5,8.4R 4.6/17.7,4.2G 8.9/5.5
Family,170,153,119,RP→Y,5.4Y 6.3/3.2,1.3RP 5.2/18.5,5.4Y 6.3/3.2
Family,170,204,34,R→GY,5.3GY 7.7/11.6,5.9R 5.7/10.5,5.3GY 7.7/11.6
Family,170,238,221,R→G,8.8G 8.9/4.9,8.1R 4.6/17.4,8.8G 8.9/4.9
Family,170,153,136,P→Y,3.0Y 6.3/2.0,9.9P 5.3/19.6,3.0Y 6.3/2.0
Family,170,204,51,R→GY,5.5GY 7.7/11.1,2.7R 5.7/10.6,5.5GY 7.7/11.1
Family,170,238,238,R→BG,5.4BG 9.0/4.6,7.4R 4.6/16.8,5.3BG 9.0/4.6
Family,170,153,153,P→Y,6.8YR 6.4/1.1,8.5P 5.4/20.8,0.5Y 6.4/-2.6
Family,170,204,68,RP→GY,5.7GY 7.7/10.3,9.2RP 5.8/11.0,5.7GY 7.7/10.4
Family,170,238,255,R→B,1.1B 9.0/4.7,6.1R 4.6/16.4,1.1B 9.0/4.6
Family,170,153,170,P→RP,0.1RP 6.4/1.7,7.4P 5.5/22.0,0.2RP 6.4/2.7
Family,170,204,85,RP→GY,5.9GY 7.7/9.5,6.1RP 5.8/11.6,6.0GY 7.7/9.5
Family,170,255,0,R→GY,7.1GY 9.2/18.3,4.4R 4.6/16.1,7.3GY 9.2/15.0
Family,170,204,102,RP→GY,6.3GY 7.7/8.5,3.7RP 5.9/12.5,6.4GY 7.7/8.6
Family,170,255,17,R→GY,7.1GY 9.2/18.0,2.6R 4.7/16.1,7.3GY 9.2/15.0
Family,170,153,204,R→P,1.9P 6.5/5.7,9.9R 5.0/15.5,1.9P 6.5/5.7
Family,170,204,119,RP→GY,6.9GY 7.7/7.5,1.8RP 5.9/13.5,6.9GY 7.7/7.5
Family,170,255,34,R→GY,7.2GY 9.2/17.7,0.2R 4.7/16.2,7.4GY 9.2/14.7
Family,170,153,221,R→P,1.0P 6.6/7.8,9.6R 5.0/15.2,1.0P 6.6/7.8
Family,170,204,136,RP→GY,7.6GY 7.8/6.3,0.1RP 6.0/14.8,7.6GY 7.8/6.3
Family,170,255,51,RP→GY,7.3GY 9.2/17.1,8.0RP 4.7/16.7,7.5GY 9.2/14.3
Family,170,153,238,R→P,0.5P 6.7/9.7,9.0R 5.0/14.8,0.5P 6.7/9.7
Family,170,204,153,P→GY,8.7GY 7.8/5.2,8.4P 6.1/16.2,8.8GY 7.8/5.3
Family,170,255,68,RP→GY,7.5GY 9.2/16.4,5.8RP 4.8/17.3,7.7GY 9.2/13.8
Family,170,153,255,R→P,0.2P 6.8/11.5,8.1R 5.1/14.2,0.2P 6.7/11.5
Family,170,204,170,P→G,0.6G 7.8/4.2,7.1P 6.2/17.7,0.6G 7.8/4.2
Family,170,255,85,RP→GY,7.7GY 9.2/15.7,4.0RP 4.9/18.1,7.9GY 9.2/13.1
Family,170,170,0,R→GY,1.6GY 6.7/10.0,6.6R 5.1/13.8,1.6GY 6.7/10.0
Family,170,204,187,P→G,3.6G 7.9/3.3,6.1P 6.2/19.0,3.6G 7.9/3.3
Family,170,255,102,RP→GY,8.0GY 9.2/15.0,2.7RP 4.9/19.1,8.2GY 9.2/12.3
Family,170,170,17,R→GY,1.6GY 6.7/9.7,4.6R 5.1/13.6,1.6GY 6.7/9.8
Family,170,204,204,YR→BG,3.0BG 7.9/2.7,5.2YR 5.9/12.9,3.0BG 7.9/2.7
Family,170,255,119,RP→GY,8.4GY 9.2/14.1,1.2RP 5.0/20.2,8.7GY 9.2/11.4
Family,170,170,34,R→GY,1.6GY 6.7/9.3,2.1R 5.1/13.6,1.6GY 6.7/9.3
Family,170,204,221,YR→B,3.0B 8.0/3.1,4.9YR 5.9/12.5,3.0B 8.0/3.1
Family,170,255,136,P→GY,8.9GY 9.2/13.2,9.9P 5.1/21.4,9.2GY 9.2/10.5
Family,170,170,51,RP→GY,1.7GY 6.7/8.5,9.4RP 5.2/13.9,1.7GY 6.7/8.6
Family,170,204,238,YR→B,9.7B 8.0/4.4,4.5YR 5.9/11.9,9.7B 8.0/4.4
Family,170,255,153,P→GY,9.6GY 9.3/12.3,8.6P 5.2/22.5,9.9GY 9.3/9.5
Family,170,170,68,RP→GY,1.8GY 6.7/7.6,6.9RP 5.2/14.3,1.8GY 6.7/7.6
Family,170,204,255,YR→PB,3.1PB 8.1/6.0,3.8YR 6.0/11.2,3.1PB 8.1/6.0
Family,170,255,170,P→G,0.4G 9.3/11.4,7.4P 5.3/23.8,0.7G 9.3/8.6
Family,170,170,85,RP→GY,1.9GY 6.7/6.6,4.6RP 5.3/15.0,1.9GY 6.7/6.6
Family,170,221,0,YR→GY,6.1GY 8.2/13.4,2.7YR 6.0/10.4,6.1GY 8.2/13.4
Family,170,255,187,P→G,1.4G 9.3/10.6,6.4P 5.4/24.9,1.7G 9.3/7.7
Family,170,170,102,RP→GY,2.1GY 6.7/5.5,3.0RP 5.3/15.9,2.2GY 6.7/5.5
Family,170,221,17,YR→GY,6.1GY 8.2/13.2,1.0YR 6.0/9.7,6.1GY 8.2/13.2
Family,170,255,204,R→G,3.0G 9.3/10.1,8.7R 4.7/17.2,3.2G 9.4/6.7
Family,170,170,119,RP→GY,2.5GY 6.8/4.2,1.4RP 5.4/17.1,2.5GY 6.8/4.3
Family,170,221,34,R→GY,6.2GY 8.2/12.8,8.8R 6.0/9.2,6.2GY 8.2/12.8
Family,170,255,221,R→G,5.0G 9.4/9.7,8.4R 4.7/16.9,5.6G 9.4/6.0
Family,170,170,136,P→GY,3.1GY 6.8/3.0,10.0P 5.5/18.3,3.1GY 6.8/3.0
Family,170,221,51,R→GY,6.3GY 8.2/12.3,5.8R 6.1/9.0,6.3GY 8.2/12.3
Family,170,255,238,R→BG,9.9G 9.4/9.7,7.7R 4.7/16.3,0.2BG 9.4/5.5
Family,170,170,153,P→GY,4.7GY 6.8/1.8,8.5P 5.6/19.6,3.9GY 6.8/7.8
Family,170,221,68,R→GY,6.5GY 8.2/11.6,1.7R 6.1/9.2,6.5GY 8.2/11.6
Family,170,170,170,R→GY,8.0GY 6.9/0.7,6.5R 4.7/15.9,7.9GY 6.9/5.6
Family,170,221,85,P→GY,6.8GY 8.2/10.8,7.3P 5.7/20.8,6.8GY 8.2/10.9
Family,187,0,0,RP→R,8.8R 3.8/15.6,7.7RP 6.1/9.7,8.8R 3.8/15.5
Family,187,34,187,R→P,8.7P 4.5/18.5,4.8R 4.7/15.6,8.6P 4.5/18.3
Family,187,85,102,P→R,2.5R 4.8/9.1,6.3P 5.8/22.0,4.9R 4.9/9.1
Family,187,0,17,RP→R,8.2R 3.8/15.2,4.5RP 6.2/10.5,8.2R 3.8/15.2
Family,187,34,204,R→P,7.3P 4.6/20.0,2.9R 4.8/15.5,7.3P 4.6/19.9
Family,187,85,119,YR→RP,8.4RP 4.9/9.5,1.2YR 5.3/14.6,8.4RP 4.9/9.5
Family,187,0,34,RP→R,7.0R 3.8/14.7,2.3RP 6.2/11.4,7.0R 3.8/14.7
Family,187,34,221,R→P,6.1P 4.7/21.7,0.6R 4.8/15.7,6.0P 4.7/21.4
Family,187,85,136,YR→RP,4.9RP 5.0/10.3,0.9YR 5.3/14.2,4.9RP 5.0/10.3
Family,187,0,51,RP→R,5.0R 3.9/14.3,0.2RP 6.3/12.6,7.2R 3.9/13.1
Family,187,34,238,RP→P,5.1P 4.8/23.3,8.2RP 4.8/16.1,5.1P 4.8/23.3
Family,187,85,153,YR→RP,2.7RP 5.0/11.3,0.3YR 5.3/13.5,2.7RP 5.0/11.2
Family,187,0,68,P→R,3.0R 3.9/14.2,8.4P 6.4/13.9,5.2R 3.9/12.5
Family,187,34,255,RP→P,4.1P 5.0/24.9,6.0RP 4.9/16.7,4.0P 5.0/24.8
Family,187,85,170,R→RP,0.5RP 5.1/12.6,9.4R 5.3/12.9,0.5RP 5.1/12.4
Family,187,0,85,P→R,0.4R 3.9/14.4,7.0P 6.5/15.4,4.9R 3.9/12.6
Family,187,51,0,RP→YR,0.1YR 4.2/13.6,4.1RP 4.9/17.6,0.1YR 4.2/13.6
Family,187,85,187,R→P,8.5P 5.2/14.1,8.1R 5.3/12.4,8.5P 5.2/13.9
Family,187,0,102,P→RP,7.8RP 4.0/14.9,6.0P 6.5/16.9,7.9RP 4.0/14.9
Family,187,51,17,RP→R,9.6R 4.2/13.3,2.7RP 5.0/18.5,9.6R 4.2/13.3
Family,187,85,204,R→P,7.0P 5.2/15.7,6.2R 5.4/12.0,6.9P 5.2/15.6
Family,187,0,119,YR→RP,5.4RP 4.0/15.7,7.8YR 6.3/12.0,5.5RP 4.0/15.5
Family,187,51,34,Y→R,8.7R 4.2/12.9,0.6Y 7.2/7.0,8.7R 4.2/12.9
Family,187,0,136,YR→RP,3.5RP 4.1/16.5,7.6YR 6.3/11.7,3.6RP 4.1/16.1
Family,187,51,51,YR→R,7.2R 4.2/12.4,9.2YR 7.2/5.9,7.2R 4.2/12.4
Family,187,0,153,YR→RP,1.9RP 4.2/17.4,7.3YR 6.3/11.2,1.9RP 4.2/17.2
Family,187,51,68,YR→R,4.7R 4.2/12.1,7.2YR 7.3/5.0,6.7R 4.2/11.0
Family,187,0,170,YR→RP,0.3RP 4.3/18.4,6.6YR 6.3/10.4,0.3RP 4.3/18.2
Family,187,51,85,YR→R,2.1R 4.3/12.0,3.7YR 7.3/4.3,4.9R 4.3/11.8
Family,187,102,0,P→YR,5.9YR 5.1/11.2,2.2P 8.5/5.1,5.9YR 5.1/11.2
Family,187,0,187,YR→P,8.7P 4.4/19.6,5.7YR 6.3/9.6,8.7P 4.4/19.4
Family,187,51,102,R→RP,9.0RP 4.3/12.3,7.9R 7.3/4.0,9.1RP 4.3/12.2
Family,187,102,17,GY→YR,5.6YR 5.1/10.7,1.7GY 8.5/12.1,5.6YR 5.1/10.7
Family,187,0,204,YR→P,7.3P 4.5/21.1,4.3YR 6.4/8.7,7.3P 4.5/21.1
Family,187,102,34,GY→YR,5.0YR 5.1/9.9,1.7GY 8.5/11.9,5.0YR 5.1/9.9
Family,187,0,221,YR→P,6.1P 4.6/22.7,2.5YR 6.4/7.9,6.1P 4.6/22.5
Family,187,102,51,GY→YR,3.9YR 5.1/9.1,1.7GY 8.5/11.5,3.9YR 5.1/9.1
Family,187,0,238,R→P,5.1P 4.7/24.3,9.6R 6.4/7.4,5.1P 4.7/24.2
Family,187,51,153,P→RP,2.1RP 4.5/14.8,8.4P 7.5/6.8,2.1RP 4.5/14.7
Family,187,102,68,GY→YR,2.2YR 5.1/8.2,1.8GY 8.5/11.0,2.2YR 5.1/8.2
Family,187,0,255,R→P,4.1P 4.8/25.8,6.0R 6.5/7.2,4.1P 4.8/25.0
Family,187,51,170,P→RP,0.3RP 4.6/16.1,6.4P 7.6/8.3,0.3RP 4.6/16.0
Family,187,102,85,GY→R,9.6R 5.2/7.6,1.8GY 8.5/10.3,9.6R 5.2/7.6
