Type,R,G,B,Difference,Reference,Python,Rust
Family,68,68,204,P→PB,7.8PB 3.7/16.9,1.9P 3.5/18.1,7.8PB 3.7/16.9
Family,68,119,102,RP→G,6.1G 4.5/4.5,5.3RP 3.9/3.1,6.1G 4.5/4.5
Family,68,34,51,R→RP,8.8RP 1.8/3.4,9.6R 2.3/10.2,8.8RP 1.8/3.3
Family,68,68,221,P→PB,7.7PB 3.8/18.9,1.2P 3.6/19.9,7.7PB 3.8/19.0
Family,68,119,119,P→BG,4.1BG 4.6/4.0,8.9P 4.0/4.4,4.1BG 4.6/4.0
Family,68,34,68,R→P,9.8P 1.9/4.9,6.7R 2.4/9.8,9.8P 1.9/4.9
Family,68,68,238,P→PB,7.7PB 4.0/21.0,0.5P 3.8/22.1,7.7PB 4.0/21.0
Family,68,119,136,P→B,2.2B 4.6/4.1,5.4P 4.1/6.4,2.1B 4.6/4.1
Family,68,34,85,R→P,4.5P 2.0/7.0,3.0R 2.4/9.7,4.5P 2.0/7.0
Family,68,68,255,P→PB,7.6PB 4.1/23.0,0.1P 3.9/24.1,7.6PB 4.1/23.0
Family,68,119,153,P→B,8.3B 4.7/5.4,3.1P 4.2/8.4,8.3B 4.7/5.4
Family,68,34,102,RP→P,1.9P 2.1/8.8,8.9RP 2.5/10.1,1.9P 2.1/8.9
Family,68,85,0,PB→GY,4.5GY 3.3/6.8,9.7PB 4.1/25.6,4.5GY 3.3/6.8
Family,68,119,170,P→PB,2.0PB 4.8/7.1,1.8P 4.2/10.6,2.0PB 4.8/7.1
Family,68,34,119,RP→P,0.6P 2.2/10.8,4.9RP 2.5/10.8,0.6P 2.2/10.8
Family,68,85,17,YR→GY,4.9GY 3.3/6.2,4.3YR 3.0/8.3,4.9GY 3.3/6.2
Family,68,119,187,P→PB,4.2PB 4.8/9.1,1.0P 4.3/12.6,4.3PB 4.9/9.1
Family,68,34,136,RP→PB,9.7PB 2.4/12.8,1.8RP 2.6/11.7,9.7PB 2.4/12.8
Family,68,85,34,YR→GY,5.5GY 3.3/5.2,3.3YR 3.0/7.6,5.5GY 3.3/5.2
Family,68,119,204,P→PB,5.5PB 4.9/11.2,0.4P 4.4/14.7,5.5PB 4.9/11.2
Family,68,34,153,P→PB,9.1PB 2.5/14.7,9.4P 2.7/12.9,9.1PB 2.6/14.7
Family,68,85,51,YR→GY,6.6GY 3.3/4.0,1.4YR 3.0/6.8,6.7GY 3.3/4.0
Family,68,34,170,P→PB,8.6PB 2.7/16.6,6.8P 2.8/14.5,8.6PB 2.7/16.5
Family,68,85,68,R→GY,9.6GY 3.4/2.8,7.2R 3.0/6.1,9.6GY 3.4/2.8
Family,68,34,187,P→PB,8.3PB 2.9/18.7,4.9P 3.0/16.3,8.3PB 2.9/18.7
Family,68,85,85,R→BG,1.4BG 3.4/1.9,1.3R 3.1/6.1,2.4BG 3.4/-5.3
Family,68,34,204,P→PB,8.1PB 3.1/20.7,3.3P 3.1/18.0,8.0PB 3.1/20.7
Family,68,85,102,RP→B,8.5B 3.5/2.2,6.0RP 3.1/6.6,8.4B 3.5/2.2
Family,68,34,221,Y→PB,7.8PB 3.3/22.4,7.5Y 4.3/7.2,7.8PB 3.3/22.4
Family,68,85,119,P→PB,4.0PB 3.5/4.1,2.1P 3.2/19.8,4.1PB 3.6/4.1
Family,68,136,0,RP→GY,7.8GY 5.0/10.9,2.1RP 3.2/7.6,7.8GY 5.0/10.9
Family,68,170,187,Y→B,0.1B 6.4/6.6,7.4Y 4.3/6.6,0.1B 6.4/6.6
Family,68,136,17,P→GY,8.0GY 5.0/10.5,9.0P 3.3/9.0,8.1GY 5.0/10.6
Family,68,170,204,Y→B,4.5B 6.4/7.2,7.0Y 4.3/5.7,4.4B 6.4/7.2
Family,68,221,119,P→G,1.7G 7.8/13.0,0.6P 3.6/23.3,1.6G 7.8/12.8
Family,68,136,34,P→GY,8.4GY 5.0/10.0,6.4P 3.4/10.8,8.5GY 5.0/10.0
Family,68,170,221,Y→B,8.0B 6.5/8.3,6.4Y 4.3/4.6,8.0B 6.5/8.3
Family,68,221,136,P→G,2.5G 7.8/12.0,0.1P 3.7/25.2,2.5G 7.8/12.0
Family,68,136,51,P→GY,9.1GY 5.0/9.2,4.4P 3.5/12.7,9.1GY 5.0/9.2
Family,68,170,238,Y→PB,0.7PB 6.6/9.8,5.1Y 4.3/3.3,0.7PB 6.6/9.8
Family,68,221,153,PB→G,3.7G 7.9/11.2,9.7PB 3.9/26.9,3.7G 7.9/11.1
Family,68,136,68,P→G,0.1G 5.0/8.3,2.8P 3.6/14.6,0.1G 5.0/8.3
Family,68,170,255,Y→PB,2.5PB 6.7/11.3,2.5Y 4.3/2.1,2.5PB 6.6/11.3
Family,68,221,170,YR→G,5.4G 7.9/10.4,1.3YR 2.4/10.0,5.4G 7.9/10.4
Family,68,136,85,P→G,1.2G 5.0/7.2,1.8P 3.7/16.6,1.3G 5.0/7.3
Family,68,221,187,YR→G,8.7G 7.9/9.7,0.2YR 2.5/9.5,8.7G 7.9/9.7
Family,68,136,102,P→G,3.3G 5.1/6.4,1.0P 3.8/18.7,3.3G 5.1/6.4
Family,68,221,204,R→BG,2.7BG 8.0/9.1,7.3R 2.5/9.0,2.7BG 8.0/9.1
Family,68,136,119,P→G,8.1G 5.1/5.5,0.5P 4.0/20.7,8.1G 5.1/5.5
Family,68,187,34,P→GY,9.3GY 6.6/14.1,3.5P 4.5/3.6,9.3GY 6.6/14.1
Family,68,221,221,R→BG,6.2BG 8.0/8.7,3.5R 2.5/8.9,6.1BG 8.0/8.7
Family,68,136,136,P→BG,4.6BG 5.2/5.0,0.0P 4.1/22.8,4.5BG 5.1/5.0
Family,68,187,51,P→GY,9.6GY 6.6/13.5,1.4P 4.6/5.8,9.6GY 6.6/13.5
Family,68,221,238,RP→BG,9.8BG 8.1/8.4,9.1RP 2.6/9.2,9.8BG 8.1/8.5
Family,68,136,153,PB→B,1.1B 5.2/5.0,9.6PB 4.3/24.3,1.0B 5.2/5.1
Family,68,187,68,P→G,0.1G 6.7/12.7,0.5P 4.6/8.0,0.1G 6.6/12.7
Family,68,221,255,RP→B,3.2B 8.2/8.6,5.0RP 2.6/9.9,3.1B 8.1/8.6
Family,68,136,170,YR→B,6.6B 5.3/6.0,8.2YR 3.4/7.5,6.6B 5.3/6.0
Family,68,187,85,P→G,0.6G 6.7/11.9,0.0P 4.7/10.3,0.6G 6.7/11.9
Family,68,238,0,RP→GY,9.5GY 8.3/17.9,1.8RP 2.7/10.9,9.5GY 8.3/17.9
Family,68,136,187,YR→PB,0.5PB 5.3/7.5,7.5YR 3.4/6.8,0.5PB 5.3/7.6
Family,68,187,102,PB→G,1.3G 6.7/11.0,9.7PB 4.8/12.5,1.4G 6.7/11.0
Family,68,238,17,P→GY,9.5GY 8.3/17.7,9.3P 2.8/12.1,9.5GY 8.3/17.7
Family,68,136,204,YR→PB,2.8PB 5.4/9.3,5.9YR 3.4/5.8,2.8PB 5.4/9.3
Family,68,187,119,PB→G,2.4G 6.7/10.1,9.5PB 4.9/14.6,2.4G 6.7/10.1
Family,68,238,34,P→GY,9.6GY 8.3/17.4,6.8P 2.9/13.8,9.6GY 8.3/17.4
Family,68,136,221,YR→PB,4.6PB 5.5/11.2,3.0YR 3.4/4.8,4.6PB 5.5/11.2
Family,68,187,136,PB→G,4.0G 6.8/9.3,9.3PB 5.0/16.7,4.0G 6.7/9.3
Family,68,238,51,P→GY,9.8GY 8.3/16.9,4.8P 3.1/15.6,9.8GY 8.3/16.9
Family,68,136,238,R→PB,5.6PB 5.6/13.0,7.3R 3.4/4.1,5.6PB 5.6/13.0
Family,68,187,153,PB→G,6.9G 6.8/8.6,9.1PB 5.2/18.5,6.9G 6.8/8.6
Family,68,238,68,P→G,0.1G 8.3/16.4,3.2P 3.2/17.3,0.1G 8.3/16.3
Family,68,136,255,RP→PB,6.1PB 5.7/14.8,8.8RP 3.5/4.4,6.1PB 5.7/14.7
Family,68,187,170,GY→BG,1.4BG 6.8/7.9,1.4GY 4.7/7.8,1.4BG 6.8/7.9
Family,68,238,85,P→G,0.5G 8.3/15.8,2.0P 3.3/19.1,0.4G 8.3/15.7
Family,68,153,0,RP→GY,8.3GY 5.5/12.2,2.9RP 3.5/5.3,8.3GY 5.5/12.2
Family,68,187,187,GY→BG,5.6BG 6.9/7.5,1.5GY 4.8/7.4,5.6BG 6.9/7.5
Family,68,153,17,P→GY,8.5GY 5.5/11.9,8.9P 3.6/6.8,8.5GY 5.5/11.9
Family,68,187,204,GY→BG,9.9BG 6.9/7.4,1.5GY 4.8/6.6,9.9BG 6.9/7.4
Family,68,238,119,P→G,1.4G 8.3/14.2,0.6P 3.6/22.9,1.4G 8.3/14.1
Family,68,153,34,P→GY,8.8GY 5.5/11.3,6.0P 3.7/8.7,8.8GY 5.5/11.4
Family,68,187,221,GY→B,3.9B 7.0/7.9,1.6GY 4.8/5.6,3.8B 7.0/7.9
Family,68,238,136,P→G,2.1G 8.4/13.3,0.1P 3.8/24.8,2.1G 8.4/13.2
Family,68,153,51,P→GY,9.3GY 5.5/10.6,3.9P 3.8/10.7,9.3GY 5.5/10.6
Family,68,187,238,GY→B,7.1B 7.1/8.7,1.9GY 4.8/4.4,7.1B 7.1/8.7
Family,68,238,153,PB→G,3.0G 8.4/12.4,9.7PB 4.0/26.5,3.0G 8.4/12.2
Family,68,153,68,P→G,0.1G 5.5/9.8,2.4P 3.9/12.8,0.1G 5.5/9.8
Family,68,187,255,GY→B,9.8B 7.1/9.9,2.2GY 4.8/3.2,9.8B 7.1/9.9
Family,68,238,170,YR→G,4.2G 8.4/11.5,2.3YR 2.7/9.0,4.2G 8.4/11.4
Family,68,153,85,P→G,0.9G 5.6/8.8,1.5P 4.0/15.0,1.0G 5.6/8.9
Family,68,238,187,YR→G,6.3G 8.5/10.7,1.2YR 2.7/8.5,6.2G 8.5/10.7
Family,68,153,102,P→G,2.2G 5.6/7.8,0.8P 4.1/17.0,2.2G 5.6/7.9
Family,68,238,204,R→G,9.4G 8.5/10.1,8.8R 2.7/7.9,9.4G 8.5/10.0
Family,68,153,119,P→G,4.6G 5.6/7.0,0.3P 4.2/18.8,4.6G 5.6/7.0
Family,68,238,221,R→BG,3.1BG 8.6/9.4,4.4R 2.7/7.6,3.1BG 8.5/9.4
Family,68,153,136,PB→G,9.5G 5.7/6.3,9.9PB 4.4/20.7,9.4G 5.7/6.3
Family,68,204,51,PB→GY,9.7GY 7.2/14.8,7.7PB 5.0/3.8,9.7GY 7.2/14.8
Family,68,238,238,RP→BG,6.4BG 8.6/8.9,9.6RP 2.8/7.8,6.4BG 8.6/8.9
Family,68,153,153,PB→BG,4.9BG 5.7/5.8,9.5PB 4.5/22.5,4.9BG 5.7/5.8
Family,68,204,68,PB→G,0.1G 7.2/14.2,8.2PB 5.1/5.9,0.1G 7.2/14.1
Family,68,238,255,RP→BG,9.9BG 8.7/8.6,5.2RP 2.8/8.5,9.9BG 8.7/8.6
Family,68,153,170,Y→B,0.5B 5.8/5.8,2.8Y 3.8/7.1,0.4B 5.8/5.8
Family,68,204,85,PB→G,0.6G 7.2/13.4,8.4PB 5.2/8.2,0.5G 7.2/13.3
Family,68,255,0,RP→GY,9.6GY 8.8/18.7,1.8RP 2.9/9.5,9.6GY 8.8/18.7
Family,68,153,187,Y→B,5.3B 5.8/6.5,2.4Y 3.8/6.5,5.3B 5.8/6.6
Family,68,204,102,PB→G,1.1G 7.2/12.5,8.5PB 5.2/10.4,1.1G 7.2/12.4
Family,68,255,17,P→GY,9.6GY 8.8/18.5,9.2P 3.0/10.9,9.6GY 8.8/18.5
Family,68,153,204,Y→B,9.1B 5.9/8.0,1.5Y 3.8/5.5,9.1B 5.9/8.0
Family,68,204,119,PB→G,1.9G 7.3/11.5,8.5PB 5.3/12.4,1.9G 7.3/11.5
Family,68,255,34,P→GY,9.7GY 8.8/18.2,6.6P 3.1/12.5,9.7GY 8.8/18.2
Family,68,153,221,YR→PB,1.6PB 6.0/9.7,9.8YR 3.8/4.3,1.6PB 6.0/9.7
Family,68,204,136,PB→G,3.1G 7.3/10.7,8.6PB 5.4/14.3,3.1G 7.3/10.7
Family,68,255,51,P→GY,9.9GY 8.8/17.7,4.6P 3.2/14.3,9.9GY 8.8/17.7
Family,68,153,238,YR→PB,3.5PB 6.1/11.3,6.5YR 3.9/3.2,3.5PB 6.1/11.4
Family,68,204,153,PB→G,4.7G 7.3/9.9,8.6PB 5.5/16.1,4.7G 7.3/9.9
Family,68,255,68,P→G,0.1G 8.8/17.2,3.1P 3.3/16.1,0.1G 8.8/17.2
Family,68,153,255,R→PB,5.0PB 6.2/12.9,8.8R 3.9/2.6,5.0PB 6.2/12.9
Family,68,204,170,GY→G,7.9G 7.4/9.1,3.9GY 5.2/9.0,7.9G 7.4/9.1
Family,68,255,85,B→G,0.4G 8.8/16.6,2.0B 6.6/4.1,0.4G 8.8/16.6
Family,68,204,187,GY→BG,2.1BG 7.4/8.5,4.1GY 5.3/8.6,2.1BG 7.4/8.5
Family,68,255,102,B→G,0.8G 8.9/15.9,7.9B 6.6/5.4,0.7G 8.9/15.9
Family,68,170,17,G→GY,8.8GY 6.1/13.3,0.5G 8.0/11.2,8.8GY 6.1/13.3
Family,68,204,204,GY→BG,5.9BG 7.5/8.1,4.3GY 5.3/7.9,5.9BG 7.5/8.1
Family,68,255,119,PB→G,1.2G 8.9/15.1,1.4PB 6.7/7.0,1.2G 8.9/15.0
Family,68,170,34,G→GY,9.1GY 6.1/12.8,1.3G 8.0/10.3,9.1GY 6.1/12.8
Family,68,204,221,GY→BG,9.8BG 7.5/8.0,4.7GY 5.3/7.0,9.8BG 7.5/8.0
Family,68,255,136,PB→G,1.8G 8.9/14.2,3.6PB 6.8/8.7,1.8G 8.9/14.2
Family,68,170,51,G→GY,9.5GY 6.1/12.2,2.3G 8.0/9.4,9.5GY 6.1/12.2
Family,68,204,238,GY→B,3.4B 7.6/8.2,5.2GY 5.3/6.0,3.4B 7.6/8.3
Family,68,255,153,PB→G,2.6G 8.9/13.4,5.2PB 6.8/10.4,2.5G 8.9/13.4
Family,68,204,255,GY→B,6.3B 7.6/8.8,5.9GY 5.3/4.9,6.3B 7.6/8.9
Family,68,255,170,GY→G,3.5G 8.9/12.6,7.2GY 6.8/12.9,3.4G 8.9/12.4
Family,68,255,187,GY→G,4.7G 9.0/11.7,7.3GY 6.8/12.6,4.6G 9.0/11.6
Family,68,170,102,BG→G,1.6G 6.1/9.5,1.3BG 8.1/7.0,1.8G 6.1/9.6
Family,68,255,204,GY→G,7.0G 9.0/11.1,7.4GY 6.8/12.2,7.0G 9.0/10.9
Family,68,170,119,BG→G,3.2G 6.2/8.7,5.9BG 8.2/6.7,3.2G 6.2/8.7
Family,68,255,221,GY→BG,10.0G 9.1/10.9,7.7GY 6.8/11.6,0.0BG 9.1/10.3
Family,68,170,136,B→G,5.8G 6.2/7.8,0.4B 8.2/6.6,5.8G 6.2/7.8
Family,68,221,51,B→GY,9.8GY 7.7/15.9,7.2B 5.5/2.3,9.8GY 7.7/15.9
Family,68,255,238,GY→BG,3.4BG 9.1/10.7,8.1GY 6.8/10.9,3.5BG 9.1/9.7
Family,68,170,153,B→BG,0.5BG 6.3/7.1,4.2B 8.3/7.0,0.5BG 6.3/7.1
Family,68,221,68,PB→G,0.1G 7.8/15.3,3.5PB 5.5/4.2,0.1G 7.7/15.3
Family,68,255,255,GY→BG,6.5BG 9.2/10.8,8.6GY 6.9/10.0,6.6BG 9.2/9.1
Family,68,170,170,GY→BG,5.2BG 6.3/6.6,8.5GY 8.4/16.3,5.2BG 6.3/6.6
Family,68,221,85,PB→G,0.5G 7.8/14.7,5.7PB 5.6/6.2,0.5G 7.8/14.6
Family,85,0,0,GY→YR,2.6YR 1.5/7.9,9.4GY 6.9/9.0,2.6YR 1.5/7.9
Family,85,34,204,GY→PB,8.9PB 3.2/20.3,8.6GY 8.4/16.2,8.9PB 3.2/20.3
Family,85,0,17,G→YR,0.3YR 1.5/7.5,0.4G 6.9/8.1,0.3YR 1.5/7.5
Family,85,34,221,GY→PB,8.6PB 3.4/22.1,8.7GY 8.4/15.9,8.6PB 3.4/22.1
Family,85,0,34,G→R,5.7R 1.5/7.5,1.7G 6.9/7.0,5.7R 1.5/7.5
Family,85,34,238,GY→PB,8.3PB 3.6/23.9,8.8GY 8.4/15.4,8.3PB 3.6/23.9
Family,85,0,51,G→R,0.2R 1.6/7.9,3.9G 7.0/6.3,0.2R 1.6/6.8
Family,85,34,255,GY→PB,8.2PB 3.8/25.7,9.1GY 8.4/14.8,8.2PB 3.8/25.0
Family,85,0,68,G→RP,4.3RP 1.7/8.9,8.7G 7.0/5.5,4.3RP 1.7/8.9
Family,85,51,0,GY→Y,0.1Y 2.4/5.4,9.4GY 8.4/14.1,0.1Y 2.4/5.4
Family,85,85,187,GY→PB,8.3PB 4.0/12.9,5.5GY 5.8/10.2,8.3PB 4.0/12.9
Family,85,0,85,BG→RP,0.1RP 1.8/10.3,5.0BG 7.1/5.1,0.1RP 1.8/10.3
Family,85,51,17,GY→YR,8.8YR 2.5/4.7,9.9GY 8.5/13.2,8.8YR 2.5/4.7
Family,85,85,204,GY→PB,8.2PB 4.2/15.0,5.6GY 5.8/9.9,8.2PB 4.2/15.0
Family,85,0,102,B→P,6.1P 1.9/12.0,1.1B 7.1/5.1,6.1P 1.9/12.0
Family,85,51,34,G→YR,6.0YR 2.5/3.7,0.4G 8.5/12.4,6.0YR 2.5/3.7
Family,85,85,221,GY→PB,8.1PB 4.3/16.9,5.8GY 5.8/9.3,8.1PB 4.3/16.9
Family,85,0,119,B→P,3.5P 2.1/13.7,6.3B 7.2/6.0,3.5P 2.1/13.6
Family,85,51,51,G→R,9.3R 2.5/2.8,1.1G 8.5/11.5,9.3R 2.5/2.8
Family,85,85,238,GY→PB,8.1PB 4.4/18.7,6.1GY 5.8/8.6,8.1PB 4.4/18.7
Family,85,0,136,B→P,1.9P 2.2/15.3,9.9B 7.3/7.4,1.8P 2.2/15.2
Family,85,51,68,G→RP,6.6RP 2.6/3.1,1.9G 8.5/10.6,6.6RP 2.6/3.1
Family,85,85,255,GY→PB,8.0PB 4.6/20.5,6.6GY 5.8/7.6,8.0PB 4.6/20.5
Family,85,0,153,PB→P,0.8P 2.4/16.9,2.2PB 7.3/8.8,0.7P 2.4/16.8
Family,85,51,85,G→P,9.3P 2.6/4.4,3.1G 8.6/9.7,9.4P 2.6/4.4
Family,85,0,170,GY→PB,10.0PB 2.6/18.6,7.8GY 7.4/14.0,10.0PB 2.6/18.6
Family,85,51,102,G→P,4.8P 2.7/6.3,4.6G 8.6/8.8,4.8P 2.7/6.4
Family,85,0,187,GY→PB,9.4PB 2.8/20.4,7.8GY 7.4/13.9,9.4PB 2.8/20.0
Family,85,51,119,G→P,2.4P 2.8/8.3,7.8G 8.6/8.1,2.4P 2.8/8.3
Family,85,102,34,G→GY,5.0GY 4.0/6.1,0.3G 5.9/4.4,5.1GY 4.0/6.1
Family,85,0,204,GY→PB,8.9PB 3.0/22.2,8.0GY 7.4/13.5,9.1PB 3.0/20.0
Family,85,51,136,BG→P,1.1P 2.9/10.4,2.1BG 8.7/7.5,1.1P 2.9/10.4
Family,85,102,51,G→GY,5.7GY 4.0/5.0,3.6G 5.9/3.4,5.7GY 4.0/5.0
Family,85,0,221,GY→PB,8.6PB 3.2/23.7,8.2GY 7.4/13.0,8.6PB 3.2/23.7
Family,85,51,153,BG→P,0.3P 3.0/12.7,6.2BG 8.7/7.1,0.2P 3.0/12.6
Family,85,102,68,BG→GY,6.8GY 4.0/3.8,3.2BG 6.0/2.8,6.9GY 4.0/3.8
Family,85,0,238,GY→PB,8.3PB 3.4/25.4,8.5GY 7.4/12.3,8.4PB 3.4/25.0
Family,85,51,170,B→PB,9.6PB 3.2/14.6,0.3B 8.8/7.0,9.6PB 3.2/14.6
Family,85,102,85,B→GY,10.0GY 4.1/2.7,3.7B 6.0/3.3,10.0GY 4.1/2.7
Family,85,0,255,GY→PB,8.1PB 3.6/27.2,9.0GY 7.4/11.5,8.3PB 3.6/25.0
Family,85,51,187,GY→PB,9.2PB 3.3/16.6,8.8GY 8.9/17.3,9.2PB 3.3/16.5
Family,85,102,102,PB→BG,1.0BG 4.1/1.8,0.3PB 6.1/4.8,2.1BG 4.1/-56.6
Family,85,17,0,GY→YR,3.3YR 1.7/7.1,9.7GY 7.4/10.6,3.2YR 1.7/7.1
Family,85,51,204,GY→PB,8.8PB 3.5/18.6,8.8GY 8.9/17.1,8.8PB 3.5/18.6
Family,85,102,119,PB→B,8.1B 4.2/2.3,3.4PB 6.2/6.6,8.0B 4.2/2.3
Family,85,17,17,G→YR,1.3YR 1.7/6.6,0.5G 7.4/9.6,1.3YR 1.7/6.6
Family,85,51,221,GY→PB,8.5PB 3.6/20.5,8.9GY 8.9/16.8,8.5PB 3.6/20.5
Family,85,17,34,G→R,6.7R 1.7/6.4,1.4G 7.5/8.7,6.7R 1.7/6.4
Family,85,51,238,GY→PB,8.3PB 3.8/22.6,9.0GY 9.0/16.4,8.3PB 3.8/22.7
Family,85,17,51,G→R,0.6R 1.8/6.8,2.9G 7.5/7.8,1.6R 1.8/6.0
Family,85,51,255,GY→PB,8.2PB 4.0/24.7,9.3GY 9.0/15.8,8.2PB 4.0/24.7
Family,85,17,68,G→RP,4.1RP 1.9/7.8,2.6G 6.0/11.0,4.1RP 1.9/7.8
Family,85,68,0,GY→Y,6.3Y 2.9/5.6,9.9GY 7.6/17.6,6.3Y 2.9/5.6
Family,85,102,187,G→PB,7.2PB 4.5/10.7,7.6G 9.0/11.7,7.2PB 4.5/10.7
Family,85,17,85,G→P,9.8P 2.0/9.3,4.3G 6.1/10.1,9.8P 2.0/9.3
Family,85,68,17,G→Y,5.8Y 2.9/4.9,0.1G 7.7/17.3,5.8Y 2.9/4.9
Family,85,102,204,BG→PB,7.5PB 4.6/12.8,0.5BG 9.0/11.1,7.5PB 4.6/12.8
Family,85,17,102,G→P,5.9P 2.1/10.9,7.3G 6.1/9.3,5.9P 2.1/10.8
Family,85,68,34,G→Y,4.5Y 3.0/3.8,0.3G 7.7/16.9,4.5Y 3.0/3.8
Family,85,102,221,BG→PB,7.6PB 4.7/14.8,3.7BG 9.0/10.9,7.6PB 4.7/14.8
Family,85,17,119,BG→P,3.3P 2.2/12.5,1.5BG 6.2/8.5,3.3P 2.2/12.4
Family,85,68,51,G→Y,1.8Y 3.0/2.4,0.6G 7.7/16.4,1.8Y 3.0/2.4
Family,85,102,238,BG→PB,7.7PB 4.8/16.8,6.6BG 9.1/10.9,7.7PB 4.8/16.8
Family,85,17,136,BG→P,1.8P 2.4/14.2,5.4BG 6.2/8.0,1.7P 2.4/14.1
Family,85,68,68,G→YR,2.3YR 3.0/1.2,1.0G 7.7/15.7,2.4YR 3.0/-106.3
Family,85,102,255,GY→PB,7.8PB 4.9/18.7,5.8GY 1.1/3.8,7.8PB 4.9/18.7
Family,85,17,153,PB→P,0.7P 2.5/15.9,5.4PB 2.9/9.0,0.7P 2.5/15.9
Family,85,68,85,G→P,9.6P 3.1/1.7,8.0G 3.8/5.8,9.6P 3.1/3.0
Family,85,68,102,BG→P,3.1P 3.1/3.6,4.3BG 3.8/5.2,3.2P 3.1/3.6
Family,85,119,17,BG→GY,6.1GY 4.5/8.4,2.5BG 1.1/2.0,6.1GY 4.5/8.4
Family,85,68,119,B→P,1.0P 3.2/5.8,0.8B 3.9/5.1,1.1P 3.2/5.8
Family,85,119,34,PB→GY,6.4GY 4.5/7.6,0.4PB 1.2/2.5,6.5GY 4.5/7.7
Family,85,68,136,B→P,0.1P 3.3/8.0,6.5B 4.0/6.1,0.1P 3.3/8.0
Family,85,119,51,PB→GY,7.0GY 4.5/6.7,5.3PB 1.3/4.6,7.1GY 4.5/6.7
Family,85,119,68,PB→GY,8.1GY 4.5/5.6,6.2PB 1.5/6.8,8.2GY 4.5/5.6
Family,85,119,85,PB→G,0.1G 4.6/4.6,6.6PB 1.6/8.9,0.1G 4.6/4.6
Family,85,34,0,PB→YR,5.1YR 2.0/6.4,6.9PB 3.8/21.2,5.1YR 2.0/6.4
Family,85,119,102,PB→G,3.4G 4.6/3.6,6.7PB 1.8/11.2,3.4G 4.6/3.6
Family,85,34,17,PB→YR,3.5YR 2.0/5.7,7.0PB 4.0/23.3,3.4YR 2.0/5.8
Family,85,119,119,PB→BG,3.3BG 4.7/2.9,6.9PB 2.2/15.4,3.3BG 4.7/2.9
Family,85,34,34,GY→R,9.5R 2.1/5.0,8.5GY 3.1/9.0,9.5R 2.1/5.1
Family,85,119,136,GY→B,4.0B 4.7/3.2,7.0GY 1.8/5.7,3.9B 4.7/3.2
Family,85,34,51,GY→R,2.1R 2.1/5.1,9.1GY 3.1/8.4,4.9R 2.1/4.9
Family,85,119,153,GY→PB,0.6PB 4.8/4.8,8.5GY 1.8/4.9,0.6PB 4.8/4.8
Family,85,34,68,G→RP,4.3RP 2.2/6.0,0.3G 3.1/7.5,4.3RP 2.2/6.0
Family,85,119,170,G→PB,3.7PB 4.9/6.7,2.0G 1.8/4.0,3.7PB 4.9/6.7
Family,85,34,85,G→P,9.6P 2.2/7.2,1.9G 3.1/6.5,9.6P 2.3/7.2
Family,85,119,187,BG→PB,5.4PB 4.9/8.8,3.2BG 1.9/3.2,5.5PB 4.9/8.8
Family,85,34,102,G→P,5.5P 2.4/8.8,6.6G 3.1/5.3,5.5P 2.4/8.8
Family,85,119,204,B→PB,6.2PB 5.0/11.0,5.7B 1.9/3.4,6.3PB 5.0/11.0
Family,85,34,119,BG→P,3.0P 2.5/10.6,4.0BG 3.2/4.6,3.0P 2.5/10.6
Family,85,85,34,G→GY,1.5GY 3.5/4.6,0.0G 4.3/9.9,1.5GY 3.5/4.6
Family,85,34,136,B→P,1.5P 2.6/12.6,1.6B 3.3/4.4,1.5P 2.6/12.5
Family,85,85,51,G→GY,1.8GY 3.5/3.3,0.8G 4.3/9.1,1.8GY 3.5/3.3
Family,85,34,153,B→P,0.6P 2.8/14.5,8.0B 3.3/5.4,0.5P 2.7/14.4
Family,85,85,68,G→GY,2.5GY 3.5/2.0,1.9G 4.3/8.1,2.5GY 3.5/2.0
Family,85,85,85,G→GY,7.2GY 3.6/0.5,4.2G 4.3/7.2,6.6GY 3.6/7.0
Family,85,85,102,PB→P,6.2PB 3.6/1.5,4.4PB 3.5/9.1,1.0P 3.6/-30053.8
Family,85,136,0,G→GY,6.9GY 5.0/10.3,9.1G 4.4/6.4,6.9GY 5.0/10.3
Family,85,170,187,PB→B,0.5B 6.4/5.9,6.6PB 2.6/13.1,0.5B 6.4/5.9
Family,85,221,102,PB→G,0.8G 7.8/13.4,5.5PB 3.6/11.3,0.7G 7.8/13.2
Family,85,136,17,BG→GY,7.1GY 5.0/9.9,4.6BG 4.4/5.9,7.1GY 5.0/9.9
Family,85,170,204,PB→B,5.1B 6.5/6.6,6.8PB 2.8/15.1,5.1B 6.5/6.6
Family,85,221,119,PB→G,1.4G 7.8/12.5,6.1PB 3.8/13.4,1.3G 7.8/12.3
Family,85,136,34,B→GY,7.4GY 5.0/9.3,0.2B 4.5/5.8,7.4GY 5.0/9.3
Family,85,170,221,PB→B,8.9B 6.5/8.0,6.9PB 3.1/19.3,8.9B 6.5/8.0
Family,85,221,136,PB→G,2.2G 7.9/11.5,6.4PB 3.9/15.5,2.2G 7.9/11.5
Family,85,136,51,B→GY,7.9GY 5.1/8.4,5.3B 4.6/6.5,8.0GY 5.1/8.5
Family,85,221,153,PB→G,3.4G 7.9/10.7,6.7PB 4.0/17.6,3.3G 7.9/10.6
