source,r,g,b,python_munsell,python_hue_num,python_hue_family,python_value,python_chroma,python_success,rust_munsell,rust_hue_num,rust_hue_family,rust_value,rust_chroma,rust_success,reference_munsell,reference_hue_num,reference_hue_family,reference_value,reference_chroma,hue_diff_py_rust,value_diff_py_rust,chroma_diff_py_rust,match_type,analysis
reference,0,170,221,1.4B 7.8/9.2,1.4,B,7.8,9.2,True,6.5B 6.4/9.2,6.5,B,6.4,9.2,True,6.5B 6.4/9.2,6.5,B,6.4,9.2,-5.100000000000001,1.3999999999999995,0.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,136,7.8G 8.5/11.4,7.8,G,8.5,11.4,True,3.1G 7.8/13.1,3.1,G,7.8,13.1,True,3.1G 7.8/13.1,3.1,G,7.8,13.1,4.699999999999996,0.7000000000000002,-1.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,51,3.3G 6.8/11.6,3.3,G,6.8,11.6,True,0.6G 4.8/10.7,0.6,G,4.8,10.7,True,0.6G 4.8/10.7,0.6,G,4.8,10.7,2.6999999999999957,2.0,0.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,238,2.8B 7.8/9.3,2.8,B,7.8,9.3,True,9.4B 6.5/10.4,9.4,B,6.5,10.4,True,9.4B 6.5/10.4,9.4,B,6.5,10.4,-6.6000000000000085,1.2999999999999998,-1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,153,9.7G 8.5/11.0,9.7,G,8.5,11.0,True,4.2G 7.8/12.2,4.2,G,7.8,12.2,True,4.2G 7.8/12.2,4.2,G,7.8,12.2,5.5,0.7000000000000002,-1.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,68,4.9G 6.9/10.8,4.9,G,6.9,10.8,True,1.4G 4.8/9.8,1.4,G,4.8,9.8,True,1.4G 4.8/9.8,1.4,G,4.8,9.8,3.5,2.1000000000000005,1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,255,3.9B 7.8/9.4,3.9,B,7.8,9.4,True,1.4PB 6.5/11.8,1.4,PB,6.5,11.8,True,1.4PB 6.5/11.8,1.4,PB,6.5,11.8,-7.500000000000007,1.2999999999999998,-2.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,170,1.6BG 8.5/10.6,1.6,BG,8.5,10.6,True,6.3G 7.8/11.4,6.3,G,7.8,11.4,True,6.3G 7.8/11.4,6.3,G,7.8,11.4,5.300000000000004,0.7000000000000002,-0.8000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,85,7.7G 6.9/10.1,7.7,G,6.9,10.1,True,2.8G 4.9/9.0,2.8,G,4.9,9.0,True,2.8G 4.9/9.0,2.8,G,4.9,9.0,4.900000000000006,2.0,1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,0,9.8GY 7.7/17.9,9.8,GY,7.7,17.9,True,9.7GY 6.5/15.8,9.7,GY,6.5,15.8,True,9.7GY 6.5/15.8,9.7,GY,6.5,15.8,0.09999999999999432,1.2000000000000002,2.099999999999998,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,187,3.4BG 8.5/10.3,3.4,BG,8.5,10.3,True,9.5G 7.9/10.7,9.5,G,7.9,10.7,True,9.5G 7.9/10.7,9.5,G,7.9,10.7,3.8999999999999986,0.5999999999999996,-0.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,102,0.8BG 6.9/9.5,0.8,BG,6.9,9.5,True,5.4G 4.9/8.1,5.4,G,4.9,8.1,True,5.4G 4.9/8.1,5.4,G,4.9,8.1,5.399999999999999,2.0,1.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,17,0.7G 7.7/16.3,0.7,G,7.7,16.3,True,9.8GY 6.5/15.5,9.8,GY,6.5,15.5,True,9.8GY 6.5/15.5,9.8,GY,6.5,15.5,0.9000000000000057,1.2000000000000002,0.8000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,204,5.0BG 8.6/10.1,5.0,BG,8.6,10.1,True,3.0BG 7.9/10.1,3.0,BG,7.9,10.1,True,3.0BG 7.9/10.1,3.0,BG,7.9,10.1,2.0,0.6999999999999993,0.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,119,3.5BG 7.0/9.1,3.5,BG,7.0,9.1,True,0.2BG 5.0/7.4,0.2,BG,5.0,7.4,True,0.2BG 5.0/7.4,0.2,BG,5.0,7.4,3.299999999999997,2.0,1.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,34,1.5G 7.7/15.0,1.5,G,7.7,15.0,True,0.0G 6.5/15.1,0.0,G,6.5,15.1,True,0.0G 6.5/15.1,0.0,G,6.5,15.1,1.5,1.2000000000000002,-0.09999999999999964,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,221,6.5BG 8.6/9.9,6.5,BG,8.6,9.9,True,6.2BG 8.0/9.7,6.2,BG,8.0,9.7,True,6.2BG 8.0/9.7,6.2,BG,8.0,9.7,0.29999999999999716,0.5999999999999996,0.20000000000000107,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,136,5.8BG 7.0/8.9,5.8,BG,7.0,8.9,True,4.9BG 5.0/6.9,4.9,BG,5.0,6.9,True,4.9BG 5.0/6.9,4.9,BG,5.0,6.9,0.8999999999999986,2.0,2.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,51,2.3G 7.8/13.9,2.3,G,7.8,13.9,True,0.3G 6.5/14.6,0.3,G,6.5,14.6,True,0.3G 6.5/14.6,0.3,G,6.5,14.6,2.0,1.2999999999999998,-0.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,238,7.9BG 8.6/9.6,7.9,BG,8.6,9.6,True,9.6BG 8.0/9.4,9.6,BG,8.0,9.4,True,9.6BG 8.0/9.4,9.6,BG,8.0,9.4,-1.7000000000000028,0.5999999999999996,0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,153,8.1BG 7.0/8.8,8.1,BG,7.0,8.8,True,9.8BG 5.1/6.7,9.8,BG,5.1,6.7,True,9.8BG 5.1/6.7,9.8,BG,5.1,6.7,-1.6999999999999957,1.9000000000000004,2.1000000000000005,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,68,3.3G 7.8/12.9,3.3,G,7.8,12.9,True,0.7G 6.5/13.9,0.7,G,6.5,13.9,True,0.7G 6.5/13.9,0.7,G,6.5,13.9,2.5999999999999943,1.2999999999999998,-1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,221,255,9.4BG 8.6/9.5,9.4,BG,8.6,9.5,True,2.7B 8.1/9.4,2.7,B,8.1,9.4,True,2.7B 8.1/9.4,2.7,B,8.1,9.4,-3.3000000000000043,0.5,0.09999999999999964,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,170,0.1B 7.1/8.7,0.1,B,7.1,8.7,True,4.4B 5.1/7.2,4.4,B,5.1,7.2,True,4.4B 5.1/7.2,4.4,B,5.1,7.2,-4.300000000000004,2.0,1.4999999999999991,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,85,4.4G 7.8/12.1,4.4,G,7.8,12.1,True,1.3G 6.6/13.1,1.3,G,6.6,13.1,True,1.3G 6.6/13.1,1.3,G,6.6,13.1,3.1000000000000014,1.2000000000000002,-1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,0,9.9GY 8.5/19.0,9.9,GY,8.5,19.0,True,9.9GY 8.2/18.6,9.9,GY,8.2,18.6,True,9.9GY 8.2/18.6,9.9,GY,8.2,18.6,0.0,0.3000000000000007,0.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,187,2.1B 7.1/8.8,2.1,B,7.1,8.8,True,8.1B 5.2/8.5,8.1,B,5.2,8.5,True,8.1B 5.2/8.5,8.1,B,5.2,8.5,-5.999999999999993,1.8999999999999995,0.3000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,102,6.0G 7.9/11.5,6.0,G,7.9,11.5,True,2.0G 6.6/12.2,2.0,G,6.6,12.2,True,2.0G 6.6/12.2,2.0,G,6.6,12.2,4.0,1.3000000000000007,-0.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,17,0.6G 8.5/17.5,0.6,G,8.5,17.5,True,10.0GY 8.2/18.5,10.0,GY,8.2,18.5,True,10.0GY 8.2/18.5,10.0,GY,8.2,18.5,0.6000000000000014,0.3000000000000007,-1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,204,3.7B 7.1/9.0,3.7,B,7.1,9.0,True,1.0PB 5.3/10.1,1.0,PB,5.3,10.1,True,1.0PB 5.3/10.1,1.0,PB,5.3,10.1,-7.299999999999997,1.7999999999999998,-1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,119,8.2G 7.9/11.0,8.2,G,7.9,11.0,True,3.2G 6.6/11.4,3.2,G,6.6,11.4,True,3.2G 6.6/11.4,3.2,G,6.6,11.4,5.0,1.3000000000000007,-0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,34,1.2G 8.6/16.3,1.2,G,8.6,16.3,True,0.1G 8.2/18.2,0.1,G,8.2,18.2,True,0.1G 8.2/18.2,0.1,G,8.2,18.2,1.1000000000000014,0.40000000000000036,-1.8999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,221,4.9B 7.2/9.3,4.9,B,7.2,9.3,True,2.9PB 5.4/11.7,2.9,PB,5.4,11.7,True,2.9PB 5.4/11.7,2.9,PB,5.4,11.7,-8.0,1.7999999999999998,-2.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,136,0.5BG 7.9/10.6,0.5,BG,7.9,10.6,True,4.8G 6.7/10.5,4.8,G,6.7,10.5,True,4.8G 6.7/10.5,4.8,G,6.7,10.5,5.700000000000003,1.2000000000000002,0.09999999999999964,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,51,1.9G 8.6/15.3,1.9,G,8.6,15.3,True,0.3G 8.2/17.8,0.3,G,8.2,17.8,True,0.3G 8.2/17.8,0.3,G,8.2,17.8,1.6000000000000014,0.40000000000000036,-2.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,238,6.3B 7.2/9.7,6.3,B,7.2,9.7,True,4.5PB 5.5/13.5,4.5,PB,5.5,13.5,True,4.5PB 5.5/13.5,4.5,PB,5.5,13.5,-8.200000000000003,1.7000000000000002,-3.8000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,153,2.7BG 8.0/10.2,2.7,BG,8.0,10.2,True,8.1G 6.7/9.8,8.1,G,6.7,9.8,True,8.1G 6.7/9.8,8.1,G,6.7,9.8,4.600000000000001,1.2999999999999998,0.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,68,2.6G 8.6/14.4,2.6,G,8.6,14.4,True,0.5G 8.2/17.3,0.5,G,8.2,17.3,True,0.5G 8.2/17.3,0.5,G,8.2,17.3,2.1000000000000014,0.40000000000000036,-2.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,136,255,7.6B 7.2/10.1,7.6,B,7.2,10.1,True,5.4PB 5.6/15.1,5.4,PB,5.6,15.1,True,5.4PB 5.6/15.1,5.4,PB,5.6,15.1,-7.800000000000011,1.6000000000000005,-5.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,170,4.5BG 8.0/9.9,4.5,BG,8.0,9.9,True,2.1BG 6.7/9.1,2.1,BG,6.7,9.1,True,2.1BG 6.7/9.1,2.1,BG,6.7,9.1,2.3999999999999986,1.2999999999999998,0.8000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,85,3.4G 8.6/13.7,3.4,G,8.6,13.7,True,0.9G 8.2/16.7,0.9,G,8.2,16.7,True,0.9G 8.2/16.7,0.9,G,8.2,16.7,2.5,0.40000000000000036,-3.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,0,9.8GY 7.1/16.9,9.8,GY,7.1,16.9,True,9.5GY 5.4/13.6,9.5,GY,5.4,13.6,True,9.5GY 5.4/13.6,9.5,GY,5.4,13.6,0.29999999999999716,1.6999999999999993,3.299999999999999,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,187,6.3BG 8.0/9.7,6.3,BG,8.0,9.7,True,5.7BG 6.8/8.6,5.7,BG,6.8,8.6,True,5.7BG 6.8/8.6,5.7,BG,6.8,8.6,0.5999999999999943,1.2000000000000002,1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,102,4.2G 8.7/13.0,4.2,G,8.7,13.0,True,1.3G 8.2/16.0,1.3,G,8.2,16.0,True,1.3G 8.2/16.0,1.3,G,8.2,16.0,2.9000000000000057,0.5,-3.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,17,0.8G 7.1/15.1,0.8,G,7.1,15.1,True,9.7GY 5.4/13.2,9.7,GY,5.4,13.2,True,9.7GY 5.4/13.2,9.7,GY,5.4,13.2,1.0999999999999943,1.6999999999999993,1.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,204,7.9BG 8.0/9.5,7.9,BG,8.0,9.5,True,9.5BG 6.8/8.5,9.5,BG,6.8,8.5,True,9.5BG 6.8/8.5,9.5,BG,6.8,8.5,-1.6000000000000014,1.2000000000000002,1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,119,5.0G 8.7/12.3,5.0,G,8.7,12.3,True,1.9G 8.3/15.1,1.9,G,8.3,15.1,True,1.9G 8.3/15.1,1.9,G,8.3,15.1,3.1000000000000014,0.3999999999999986,-2.799999999999999,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,34,1.8G 7.1/13.6,1.8,G,7.1,13.6,True,0.1G 5.4/12.6,0.1,G,5.4,12.6,True,0.1G 5.4/12.6,0.1,G,5.4,12.6,1.6999999999999957,1.6999999999999993,1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,221,9.6BG 8.1/9.4,9.6,BG,8.1,9.4,True,3.1B 6.9/8.8,3.1,B,6.9,8.8,True,3.1B 6.9/8.8,3.1,B,6.9,8.8,-3.5,1.1999999999999993,0.5999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,136,6.8G 8.7/11.8,6.8,G,8.7,11.8,True,2.5G 8.3/14.2,2.5,G,8.3,14.2,True,2.5G 8.3/14.2,2.5,G,8.3,14.2,4.299999999999997,0.3999999999999986,-2.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,51,2.9G 7.2/12.4,2.9,G,7.2,12.4,True,0.5G 5.4/11.9,0.5,G,5.4,11.9,True,0.5G 5.4/11.9,0.5,G,5.4,11.9,2.3999999999999986,1.7999999999999998,0.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,238,1.2B 8.1/9.3,1.2,B,8.1,9.3,True,6.0B 7.0/9.5,6.0,B,7.0,9.5,True,6.0B 7.0/9.5,6.0,B,7.0,9.5,-4.799999999999997,1.0999999999999996,-0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,153,8.5G 8.7/11.4,8.5,G,8.7,11.4,True,3.5G 8.3/13.3,3.5,G,8.3,13.3,True,3.5G 8.3/13.3,3.5,G,8.3,13.3,5.0,0.3999999999999986,-1.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,68,4.2G 7.2/11.6,4.2,G,7.2,11.6,True,1.1G 5.4/11.1,1.1,G,5.4,11.1,True,1.1G 5.4/11.1,1.1,G,5.4,11.1,3.1000000000000014,1.7999999999999998,0.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,187,255,2.5B 8.1/9.4,2.5,B,8.1,9.4,True,8.7B 7.0/10.5,8.7,B,7.0,10.5,True,8.7B 7.0/10.5,8.7,B,7.0,10.5,-6.200000000000003,1.0999999999999996,-1.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,170,0.3BG 8.7/11.0,0.3,BG,8.7,11.0,True,4.6G 8.4/12.4,4.6,G,8.4,12.4,True,4.6G 8.4/12.4,4.6,G,8.4,12.4,5.699999999999996,0.29999999999999893,-1.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,85,6.2G 7.2/10.8,6.2,G,7.2,10.8,True,2.0G 5.5/10.3,2.0,G,5.5,10.3,True,2.0G 5.5/10.3,2.0,G,5.5,10.3,4.200000000000003,1.7000000000000002,0.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,0,9.9GY 8.0/18.4,9.9,GY,8.0,18.4,True,9.8GY 7.1/17.0,9.8,GY,7.1,17.0,True,9.8GY 7.1/17.0,9.8,GY,7.1,17.0,0.10000000000000142,0.9000000000000004,1.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,187,2.1BG 8.8/10.6,2.1,BG,8.8,10.6,True,7.0G 8.4/11.6,7.0,G,8.4,11.6,True,7.0G 8.4/11.6,7.0,G,8.4,11.6,5.100000000000001,0.40000000000000036,-1.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,102,8.8G 7.3/10.2,8.8,G,7.3,10.2,True,3.6G 5.5/9.5,3.6,G,5.5,9.5,True,3.6G 5.5/9.5,3.6,G,5.5,9.5,5.199999999999996,1.7999999999999998,0.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,17,0.7G 8.0/16.9,0.7,G,8.0,16.9,True,9.9GY 7.1/16.7,9.9,GY,7.1,16.7,True,9.9GY 7.1/16.7,9.9,GY,7.1,16.7,0.8000000000000043,0.9000000000000004,0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,204,3.7BG 8.8/10.4,3.7,BG,8.8,10.4,True,10.0G 8.4/10.9,10.0,G,8.4,10.9,True,10.0G 8.4/10.9,10.0,G,8.4,10.9,3.700000000000003,0.40000000000000036,-0.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,119,1.6BG 7.3/9.8,1.6,BG,7.3,9.8,True,6.4G 5.5/8.6,6.4,G,5.5,8.6,True,6.4G 5.5/8.6,6.4,G,5.5,8.6,5.200000000000003,1.7999999999999998,1.200000000000001,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,34,1.4G 8.0/15.7,1.4,G,8.0,15.7,True,0.1G 7.1/16.3,0.1,G,7.1,16.3,True,0.1G 7.1/16.3,0.1,G,7.1,16.3,1.2999999999999972,0.9000000000000004,-0.6000000000000014,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,221,5.2BG 8.8/10.1,5.2,BG,8.8,10.1,True,3.4BG 8.5/10.3,3.4,BG,8.5,10.3,True,3.4BG 8.5/10.3,3.4,BG,8.5,10.3,1.8000000000000043,0.3000000000000007,-0.20000000000000107,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,136,3.9BG 7.3/9.4,3.9,BG,7.3,9.4,True,0.9BG 5.6/7.9,0.9,BG,5.6,7.9,True,0.9BG 5.6/7.9,0.9,BG,5.6,7.9,3.0,1.7000000000000002,1.5,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,51,2.2G 8.1/14.5,2.2,G,8.1,14.5,True,0.3G 7.1/15.9,0.3,G,7.1,15.9,True,0.3G 7.1/15.9,0.3,G,7.1,15.9,1.9000000000000057,1.0,-1.4000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,238,6.6BG 8.8/9.9,6.6,BG,8.8,9.9,True,6.5BG 8.5/9.8,6.5,BG,8.5,9.8,True,6.5BG 8.5/9.8,6.5,BG,8.5,9.8,0.10000000000000142,0.3000000000000007,0.09999999999999964,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,153,6.0BG 7.4/9.1,6.0,BG,7.4,9.1,True,5.1BG 5.6/7.4,5.1,BG,5.6,7.4,True,5.1BG 5.6/7.4,5.1,BG,5.6,7.4,0.8999999999999986,1.8000000000000007,1.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,68,3.0G 8.1/13.6,3.0,G,8.1,13.6,True,0.7G 7.1/15.3,0.7,G,7.1,15.3,True,0.7G 7.1/15.3,0.7,G,7.1,15.3,2.299999999999997,1.0,-1.700000000000001,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,238,255,7.9BG 8.9/9.7,7.9,BG,8.9,9.7,True,9.7BG 8.6/9.5,9.7,BG,8.6,9.5,True,9.7BG 8.6/9.5,9.7,BG,8.6,9.5,-1.8000000000000043,0.3000000000000007,0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,170,8.0BG 7.4/9.0,8.0,BG,7.4,9.0,True,9.6BG 5.7/7.2,9.6,BG,5.7,7.2,True,9.6BG 5.7/7.2,9.6,BG,5.7,7.2,-1.6000000000000014,1.7000000000000002,1.7999999999999998,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,85,4.0G 8.1/12.8,4.0,G,8.1,12.8,True,1.2G 7.1/14.6,1.2,G,7.1,14.6,True,1.2G 7.1/14.6,1.2,G,7.1,14.6,2.799999999999997,1.0,-1.799999999999999,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,0,9.9GY 8.7/19.4,9.9,GY,8.7,19.4,True,9.9GY 8.8/19.4,9.9,GY,8.8,19.4,True,9.9GY 8.8/19.4,9.9,GY,8.8,19.4,0.0,-0.10000000000000142,0.0,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,187,9.9BG 7.4/9.0,9.9,BG,7.4,9.0,True,3.9B 5.7/7.7,3.9,B,5.7,7.7,True,3.9B 5.7/7.7,3.9,B,5.7,7.7,-4.0,1.7000000000000002,1.2999999999999998,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,102,5.0G 8.1/12.0,5.0,G,8.1,12.0,True,1.8G 7.2/13.7,1.8,G,7.2,13.7,True,1.8G 7.2/13.7,1.8,G,7.2,13.7,3.200000000000003,0.8999999999999995,-1.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,17,0.5G 8.8/17.8,0.5,G,8.8,17.8,True,10.0GY 8.8/19.2,10.0,GY,8.8,19.2,True,10.0GY 8.8/19.2,10.0,GY,8.8,19.2,0.5,0.0,-1.3999999999999986,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,204,1.7B 7.5/9.0,1.7,B,7.5,9.0,True,7.2B 5.8/8.8,7.2,B,5.8,8.8,True,7.2B 5.8/8.8,7.2,B,5.8,8.8,-5.5,1.7000000000000002,0.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,119,7.0G 8.2/11.5,7.0,G,8.2,11.5,True,2.5G 7.2/12.7,2.5,G,7.2,12.7,True,2.5G 7.2/12.7,2.5,G,7.2,12.7,4.5,0.9999999999999991,-1.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,34,1.1G 8.8/16.7,1.1,G,8.8,16.7,True,0.1G 8.8/18.9,0.1,G,8.8,18.9,True,0.1G 8.8/18.9,0.1,G,8.8,18.9,1.0,0.0,-2.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,221,3.2B 7.5/9.1,3.2,B,7.5,9.1,True,0.2PB 5.9/10.3,0.2,PB,5.9,10.3,True,0.2PB 5.9/10.3,0.2,PB,5.9,10.3,-7.0,1.5999999999999996,-1.200000000000001,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,136,9.0G 8.2/11.0,9.0,G,8.2,11.0,True,3.8G 7.2/11.8,3.8,G,7.2,11.8,True,3.8G 7.2/11.8,3.8,G,7.2,11.8,5.200000000000003,0.9999999999999991,-0.8000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,51,1.7G 8.8/15.7,1.7,G,8.8,15.7,True,0.2G 8.8/18.5,0.2,G,8.8,18.5,True,0.2G 8.8/18.5,0.2,G,8.8,18.5,1.5,0.0,-2.8000000000000007,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,238,4.4B 7.5/9.3,4.4,B,7.5,9.3,True,2.1PB 6.0/11.9,2.1,PB,6.0,11.9,True,2.1PB 6.0/11.9,2.1,PB,6.0,11.9,-7.699999999999989,1.5,-2.5999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,153,1.1BG 8.2/10.6,1.1,BG,8.2,10.6,True,5.5G 7.2/11.0,5.5,G,7.2,11.0,True,5.5G 7.2/11.0,5.5,G,7.2,11.0,5.600000000000001,0.9999999999999991,-0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,68,2.4G 8.8/14.8,2.4,G,8.8,14.8,True,0.5G 8.8/18.0,0.5,G,8.8,18.0,True,0.5G 8.8/18.0,0.5,G,8.8,18.0,1.8999999999999986,0.0,-3.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,153,255,5.5B 7.5/9.6,5.5,B,7.5,9.6,True,3.8PB 6.1/13.5,3.8,PB,6.1,13.5,True,3.8PB 6.1/13.5,3.8,PB,6.1,13.5,-8.299999999999997,1.4000000000000004,-3.9000000000000004,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,170,3.1BG 8.2/10.3,3.1,BG,8.2,10.3,True,8.8G 7.3/10.2,8.8,G,7.3,10.2,True,8.8G 7.3/10.2,8.8,G,7.3,10.2,4.300000000000004,0.8999999999999995,0.10000000000000142,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,85,3.1G 8.9/14.1,3.1,G,8.9,14.1,True,0.7G 8.8/17.4,0.7,G,8.8,17.4,True,0.7G 8.8/17.4,0.7,G,8.8,17.4,2.3999999999999986,0.09999999999999964,-3.299999999999999,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,0,9.8GY 7.4/17.4,9.8,GY,7.4,17.4,True,9.6GY 6.0/14.7,9.6,GY,6.0,14.7,True,9.6GY 6.0/14.7,9.6,GY,6.0,14.7,0.19999999999999574,1.4000000000000004,2.6999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,187,4.8BG 8.3/10.0,4.8,BG,8.3,10.0,True,2.6BG 7.3/9.6,2.6,BG,7.3,9.6,True,2.6BG 7.3/9.6,2.6,BG,7.3,9.6,2.1999999999999957,1.0000000000000009,0.40000000000000036,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,102,3.9G 8.9/13.5,3.9,G,8.9,13.5,True,1.1G 8.8/16.7,1.1,G,8.8,16.7,True,1.1G 8.8/16.7,1.1,G,8.8,16.7,2.799999999999997,0.09999999999999964,-3.1999999999999993,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,170,17,0.8G 7.4/15.7,0.8,G,7.4,15.7,True,9.8GY 6.0/14.4,9.8,GY,6.0,14.4,True,9.8GY 6.0/14.4,9.8,GY,6.0,14.4,1.0,1.4000000000000004,1.299999999999999,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,204,204,6.4BG 8.3/9.8,6.4,BG,8.3,9.8,True,6.0BG 7.4/9.2,6.0,BG,7.4,9.2,True,6.0BG 7.4/9.2,6.0,BG,7.4,9.2,0.3999999999999986,0.9000000000000004,0.6000000000000014,RUST_MATCHES_REF,Rust matches reference exactly
reference,0,255,119,4.6G 8.9/12.8,4.6,G,8.9,12.8,True,1.6G 8.8/15.9,1.6,G,8.8,15.9,True,1.6G 8.8/15.9,1.6,G,8.8,15.9,3.0,0.09999999999999964,-3.0999999999999996,RUST_MATCHES_REF,Rust matches reference exactly
